txId,Class
230097992,1.0
21763735,0.0
231990423,1.0
12971085,1.0
230344670,0.0
232431922,0.0
3272536,0.0
230724244,0.0
230540205,0.0
232608734,0.0
230351534,0.0
230586873,0.0
230667453,0.0
75597397,1.0
90545645,0.0
232064964,1.0
206139323,1.0
14550424,1.0
183402062,1.0
82950160,0.0
232447742,0.0
230401350,0.0
230401687,0.0
21018157,0.0
230347366,0.0
230658525,0.0
232450626,0.0
2864954,0.0
33972940,1.0
232673945,0.0
232673949,0.0
232354199,1.0
232346251,1.0
232959350,0.0
75604058,0.0
232068042,1.0
75600754,0.0
75597795,0.0
230457910,0.0
95906596,0.0
230578500,1.0
31730193,0.0
230569374,0.0
230335074,0.0
230440142,0.0
232431890,0.0
7196549,0.0
232418399,0.0
230400857,0.0
230400870,1.0
232015620,0.0
49558738,0.0
233599185,0.0
233599198,0.0
232065266,0.0
232073363,1.0
232009878,1.0
232342532,0.0
3877856,0.0
230445151,0.0
232899771,0.0
22013857,1.0
232903082,1.0
222399481,1.0
232893753,1.0
230456357,0.0
232922109,0.0
230645753,1.0
76866419,0.0
230418806,1.0
230428367,0.0
230439622,0.0
93518448,0.0
230472251,0.0
232470505,1.0
232957892,0.0
3204359,0.0
105586706,0.0
233097530,0.0
3717740,0.0
230456360,0.0
16555074,0.0
232017363,0.0
79111639,0.0
232403460,0.0
232904009,0.0
233220194,0.0
232342530,0.0
199529191,1.0
232017777,0.0
232054860,0.0
230530309,0.0
75598059,0.0
61820358,0.0
230531529,0.0
230440527,0.0
230456382,0.0
232404259,1.0
230658164,1.0
75600755,0.0
230425547,0.0
232000581,0.0
230716290,0.0
73325019,0.0
232654975,0.0
192392088,1.0
230517591,0.0
230464746,0.0
230464556,0.0
2713814,0.0
185535373,0.0
19146132,1.0
183321578,1.0
230458741,0.0
230458655,0.0
230692824,1.0
230551388,0.0
34162816,1.0
76866739,0.0
87889632,0.0
4996915,1.0
20510018,0.0
230334719,0.0
232000584,0.0
203812102,1.0
230673815,0.0
232383231,0.0
198363083,1.0
198426420,1.0
2923374,0.0
53204358,0.0
230586868,0.0
2754445,0.0
7460711,0.0
230470030,0.0
230390238,0.0
232903064,1.0
113492022,1.0
232903069,0.0
99506340,0.0
2713749,0.0
56588535,0.0
232012309,1.0
230411297,1.0
232412807,0.0
80044762,0.0
106306280,0.0
230411659,0.0
76864781,0.0
37001822,0.0
86977694,0.0
230540192,0.0
230516994,0.0
54735213,1.0
219837311,1.0
234017978,0.0
230530258,1.0
3416106,1.0
74325541,0.0
232010758,1.0
4988292,1.0
232670457,0.0
232673585,0.0
230530176,1.0
232067342,0.0
29115493,0.0
230336239,0.0
232019233,0.0
230530819,0.0
230455738,0.0
232639903,0.0
232921306,1.0
76867053,0.0
230544483,1.0
87823727,0.0
230452736,0.0
45936391,0.0
232000938,0.0
232000936,0.0
232895310,1.0
230472718,0.0
27533958,1.0
230522939,0.0
166888820,0.0
230548582,0.0
230548586,0.0
3908453,0.0
230409254,0.0
76865205,0.0
75604333,0.0
230437116,1.0
230543170,0.0
230530317,1.0
230923479,1.0
232897813,0.0
232431861,0.0
232018604,0.0
75604019,0.0
232067357,0.0
232347599,0.0
232069314,0.0
232038134,0.0
232061952,1.0
230548931,0.0
230548930,0.0
232949441,0.0
230543312,1.0
87823631,1.0
84064852,0.0
232022782,1.0
1050220,1.0
232673957,0.0
232673961,0.0
230439786,0.0
230530242,0.0
36340051,1.0
232377087,1.0
230901179,0.0
230528715,0.0
230457906,0.0
230649780,0.0
75600731,0.0
75597414,0.0
232457182,0.0
35558560,1.0
230531926,0.0
202251566,0.0
230397187,0.0
231994209,0.0
231994210,1.0
230659440,0.0
232643045,0.0
232349125,0.0
73119118,1.0
34381791,1.0
232068053,0.0
230445153,0.0
232374910,0.0
75605340,0.0
75604075,0.0
230540580,1.0
230540579,0.0
232441173,0.0
232023544,1.0
232023929,1.0
34923889,1.0
88003736,0.0
89609627,0.0
230456327,1.0
230456324,0.0
230517601,0.0
232025998,1.0
230519593,0.0
230519589,0.0
4049602,1.0
232026318,0.0
232073368,0.0
230530293,0.0
234452271,0.0
74478273,0.0
230473482,0.0
230658282,0.0
230442140,0.0
232919400,0.0
230530229,0.0
75600717,0.0
75605330,0.0
230530200,0.0
182449541,1.0
230419201,0.0
82945549,1.0
230442139,0.0
232921766,0.0
230418124,1.0
90935592,0.0
232919605,0.0
230531170,0.0
230334753,0.0
52191313,0.0
102404547,0.0
232654499,0.0
87823757,0.0
230547979,1.0
75597405,0.0
230426815,0.0
232010338,0.0
230417568,0.0
230392232,0.0
230392230,0.0
34031118,0.0
225944002,0.0
87739542,1.0
230330544,1.0
37231292,0.0
2929196,0.0
230658150,1.0
48236824,0.0
230458577,0.0
232432886,1.0
232040265,0.0
230330962,0.0
11998335,1.0
230599182,0.0
230402449,0.0
232392947,0.0
2778105,0.0
230653282,0.0
230653288,0.0
230518261,0.0
230518258,0.0
232448425,0.0
87823679,1.0
230549076,0.0
79871665,1.0
230687058,1.0
175872615,1.0
230457868,1.0
230530333,1.0
230530233,1.0
232431924,0.0
63186078,0.0
75604036,0.0
232066385,0.0
230516005,1.0
80045322,1.0
230548958,0.0
232431869,0.0
232673468,0.0
230651834,1.0
230659121,0.0
232345693,0.0
232035061,0.0
230423949,0.0
230423848,0.0
231565690,1.0
2791962,0.0
232033534,0.0
232432891,0.0
230472247,0.0
230643071,0.0
232633987,0.0
230455960,0.0
27323573,1.0
209416370,1.0
230455963,0.0
212706911,1.0
230548574,0.0
198356667,0.0
38793679,0.0
230530345,0.0
230455764,0.0
7105998,1.0
234431587,0.0
53549918,0.0
230439805,0.0
10216529,1.0
230445159,0.0
75598324,0.0
230602337,1.0
125738786,1.0
37232627,1.0
230459145,0.0
232549860,0.0
208537161,0.0
88906998,1.0
75607469,0.0
230530254,1.0
2716232,0.0
87823772,1.0
75604043,0.0
11665997,0.0
231993295,1.0
219844395,1.0
232455961,0.0
230428647,0.0
34255082,0.0
231180498,0.0
230445150,0.0
230440526,0.0
12456270,0.0
230525364,0.0
230659120,1.0
5608369,1.0
60428736,0.0
232007259,0.0
231990479,0.0
232009318,0.0
230588248,1.0
232656726,0.0
196536221,1.0
5035357,0.0
230530321,1.0
232445704,1.0
230650044,1.0
230650191,1.0
33809076,1.0
230437676,0.0
17152398,1.0
231992557,0.0
232019118,1.0
230557021,1.0
231994213,0.0
214640850,1.0
232431900,1.0
16027454,1.0
49186045,1.0
232432884,0.0
60579970,1.0
67204095,1.0
20664692,0.0
231267445,0.0
62111535,0.0
232356999,1.0
230347375,0.0
230658291,0.0
232897182,0.0
230592895,0.0
232342233,1.0
232346075,1.0
13258060,1.0
75604010,0.0
20306273,0.0
230659430,1.0
230659445,1.0
230645825,0.0
230349222,1.0
232696994,0.0
39915271,0.0
232348838,0.0
36412430,0.0
87823739,1.0
230425996,0.0
230425992,0.0
75604061,0.0
232068046,0.0
230524593,0.0
230524524,0.0
28177105,1.0
22128620,0.0
230420824,0.0
75197702,0.0
232009687,1.0
230411347,0.0
232433655,1.0
2760789,0.0
232470480,0.0
230519603,0.0
73738963,0.0
230400468,1.0
230400467,1.0
230652186,1.0
232923173,0.0
232923556,0.0
231992573,0.0
232632920,1.0
233999928,0.0
230559686,0.0
233599183,0.0
232423723,0.0
18981892,0.0
230537131,0.0
231492487,0.0
76866745,0.0
230531543,1.0
230451706,0.0
63437050,0.0
230408898,1.0
30469907,1.0
230455943,0.0
32477885,0.0
230540700,0.0
195231797,1.0
230397485,0.0
230414067,1.0
232339516,0.0
230452758,1.0
76627599,0.0
5294829,0.0
65784644,0.0
230530349,1.0
75604072,0.0
232009696,1.0
37232631,0.0
232031833,0.0
232655975,1.0
230530338,1.0
230404561,0.0
230454327,0.0
230454323,0.0
230531169,0.0
1874227,0.0
232000582,0.0
230339661,0.0
10506205,0.0
10288849,0.0
232403821,1.0
82124528,0.0
232432894,0.0
205317238,1.0
230542752,0.0
23312717,0.0
230653312,0.0
230586278,0.0
232377110,0.0
18907280,1.0
28261907,1.0
10872471,0.0
230649123,0.0
232022462,0.0
232468551,0.0
76864767,0.0
232380264,1.0
232380263,0.0
230599952,0.0
232953069,1.0
102053374,0.0
232949055,0.0
232431888,0.0
219844310,1.0
230456381,1.0
23316173,0.0
232417457,0.0
58836743,1.0
36566888,0.0
232059609,0.0
230418055,0.0
230602315,0.0
230582497,0.0
230455592,0.0
3272544,0.0
3273965,0.0
232419651,0.0
5530440,0.0
10489593,0.0
230330054,1.0
231995696,0.0
230095966,0.0
3329673,0.0
2864084,0.0
34596005,0.0
19559657,0.0
232648116,0.0
230543317,1.0
230547939,1.0
230530211,1.0
232034293,1.0
5530920,1.0
27447795,1.0
14407957,0.0
231136221,0.0
75603998,0.0
232065277,1.0
69591744,1.0
232673917,0.0
232673920,0.0
230560120,0.0
230440145,0.0
36674352,1.0
230427132,0.0
232443237,0.0
230549474,1.0
82974256,1.0
230683184,0.0
233953189,0.0
230413259,0.0
230413257,0.0
82927541,0.0
27420011,0.0
20033752,0.0
230520011,0.0
232470556,0.0
233199126,1.0
230405627,0.0
33499224,0.0
232100126,0.0
10648957,1.0
230611059,1.0
230429446,0.0
232380250,0.0
232948277,0.0
230570332,0.0
230687755,0.0
232470408,0.0
34492719,0.0
10501342,0.0
7404691,0.0
230440525,0.0
76865995,0.0
232040281,0.0
230451699,0.0
232342095,1.0
2928489,0.0
232070462,0.0
79658821,0.0
230456354,1.0
232395869,1.0
230588663,1.0
230593831,1.0
232467036,0.0
230539733,0.0
232441231,0.0
232431848,0.0
2311555,0.0
2929201,0.0
87823707,1.0
230547933,0.0
87823721,1.0
232007424,0.0
230426341,0.0
232004444,0.0
18218289,0.0
231136247,0.0
57085433,1.0
57085430,1.0
232419988,1.0
31636054,0.0
230437686,0.0
232431866,0.0
230538521,0.0
54309947,0.0
230548650,1.0
3764320,0.0
648193,1.0
99506348,1.0
62111499,0.0
232359367,0.0
2929199,0.0
232875618,0.0
87823653,1.0
87823637,1.0
232014178,1.0
230537142,1.0
3234247,0.0
33972936,0.0
232468570,1.0
230530320,1.0
28498170,1.0
233947259,1.0
232403770,1.0
52603109,0.0
230429077,0.0
232662867,1.0
230453433,1.0
230459308,0.0
231128114,0.0
5530811,1.0
16780529,0.0
230472262,0.0
230472263,1.0
27489574,1.0
230518043,0.0
213733494,1.0
204265627,1.0
230590476,0.0
83783485,0.0
230352249,1.0
230530296,1.0
232064968,1.0
230459112,0.0
82373185,0.0
230548928,0.0
230548926,0.0
230697509,0.0
230697477,0.0
230539305,0.0
32477881,0.0
230437626,0.0
2778023,0.0
231994217,1.0
218531042,0.0
230549942,1.0
55017801,0.0
232016542,0.0
230519642,0.0
230519651,0.0
232062802,0.0
230456346,0.0
232657067,0.0
232018270,0.0
75603987,0.0
230455953,0.0
27867469,1.0
231994160,0.0
232006911,1.0
34528027,0.0
157053175,0.0
233599194,0.0
230530206,1.0
230438748,0.0
230336086,0.0
230590482,0.0
13969323,0.0
230594119,1.0
230594127,1.0
3907811,1.0
3230875,1.0
232699222,0.0
230458584,0.0
106320178,1.0
230471919,0.0
230409255,0.0
230576809,0.0
232897317,0.0
231994205,0.0
86711289,0.0
230349398,0.0
230411694,0.0
230531130,0.0
230548677,1.0
80044109,0.0
230595729,0.0
232632082,0.0
230451698,1.0
5703544,0.0
230658148,1.0
232951115,0.0
232416473,0.0
232473511,0.0
230333964,1.0
230455578,1.0
57517680,0.0
230439026,0.0
13615479,0.0
81389320,0.0
76867051,0.0
87823759,0.0
232018634,0.0
157004979,0.0
232673599,0.0
233599197,0.0
230433274,0.0
230530302,0.0
232010801,0.0
232631392,0.0
87823625,1.0
80045317,0.0
230459083,0.0
232067367,0.0
230445156,1.0
230670387,1.0
230439991,0.0
232631007,1.0
230579557,1.0
230530311,1.0
27405707,0.0
232343693,0.0
232006644,0.0
230465387,0.0
77689165,0.0
219839769,0.0
232344777,0.0
230658274,0.0
230659118,0.0
230531166,0.0
5464338,0.0
28371102,1.0
39617086,0.0
230470032,0.0
230530344,1.0
230400474,1.0
230528724,0.0
230455743,0.0
234000524,1.0
232018276,1.0
232658266,1.0
2790845,0.0
231992310,0.0
232897183,0.0
14178872,0.0
2823289,0.0
232091677,0.0
232068006,0.0
40612971,0.0
87823731,0.0
80045362,0.0
124534478,1.0
230531164,1.0
3319044,1.0
230530288,1.0
230432970,0.0
3272533,0.0
230456321,0.0
76866500,0.0
230543224,0.0
230452293,0.0
232687817,0.0
232352891,0.0
230429080,0.0
232896849,0.0
232680982,0.0
230458967,0.0
230658155,0.0
232406377,0.0
230670910,0.0
200937694,1.0
232038138,0.0
232035698,0.0
230433507,1.0
230645770,0.0
122803889,0.0
87889630,0.0
87844658,1.0
63454082,1.0
76866421,0.0
75597538,0.0
76864773,0.0
14090184,0.0
232654981,0.0
230438852,0.0
230570337,0.0
232073378,0.0
75604009,0.0
230590640,0.0
230547572,0.0
230512126,1.0
230642375,1.0
232068018,0.0
37234004,0.0
14351284,0.0
3876945,0.0
232359167,0.0
230429613,0.0
230429786,0.0
232006642,0.0
230439284,0.0
187275502,0.0
91222490,0.0
7430887,0.0
232471909,0.0
232406370,0.0
232639918,0.0
76865958,0.0
230548693,1.0
213854764,0.0
75604051,0.0
230415432,0.0
230543255,0.0
230543251,1.0
230528718,0.0
230645348,0.0
230645351,0.0
38633795,0.0
89335432,1.0
230458975,0.0
232890435,1.0
57714315,1.0
232367959,1.0
28850502,1.0
230431949,0.0
230467689,1.0
232441180,0.0
202250908,0.0
234469735,0.0
31951523,0.0
232009703,1.0
232053478,0.0
233027078,0.0
230472266,0.0
230472372,0.0
232004056,0.0
232004055,0.0
230411677,0.0
32994941,0.0
230523228,0.0
230547914,1.0
230547921,1.0
75598044,0.0
226715158,0.0
232023529,0.0
230602361,0.0
232358819,0.0
230426349,0.0
28550205,0.0
230531154,0.0
230543275,1.0
230400505,1.0
230400501,0.0
230439301,0.0
230439411,1.0
3110874,1.0
76866766,0.0
230548672,0.0
75604977,0.0
75604040,0.0
232349714,0.0
232349715,0.0
230659457,1.0
230594094,0.0
230594099,0.0
232404316,0.0
16294174,0.0
230658275,1.0
24671032,0.0
230645742,0.0
232473579,0.0
230459337,0.0
232380270,1.0
232950807,0.0
232451368,0.0
230449926,0.0
232919640,1.0
231193985,1.0
230531981,0.0
232687319,1.0
232900752,0.0
94235109,1.0
61817691,0.0
7915940,0.0
230459884,0.0
230460307,0.0
230575202,0.0
230530307,0.0
230351417,0.0
232359384,0.0
75600732,0.0
76865969,1.0
230457369,1.0
230457202,1.0
232378469,0.0
14558432,1.0
232343709,0.0
13773644,0.0
51077588,0.0
99506339,0.0
232795843,0.0
230456353,0.0
232067704,0.0
232070255,0.0
232070258,0.0
230522135,0.0
230522956,0.0
231994070,1.0
231994074,0.0
2544322,1.0
105601443,1.0
215701791,1.0
232348123,0.0
232005857,0.0
230411213,1.0
3154628,0.0
230455570,0.0
61693869,0.0
232399292,0.0
99248471,1.0
230425275,0.0
230425274,0.0
37231354,0.0
37233995,0.0
2757608,1.0
230594082,1.0
230452813,1.0
232947900,0.0
232947899,0.0
230653299,0.0
230459349,0.0
230421649,1.0
230537689,1.0
232358815,1.0
230949968,0.0
230423446,1.0
230428181,1.0
232007419,0.0
232007412,0.0
22251287,1.0
230459342,0.0
232441214,0.0
232441217,0.0
76865952,0.0
76866754,0.0
230658285,0.0
232890862,0.0
38874237,0.0
231995428,0.0
232383564,0.0
232038019,0.0
230417053,0.0
232688308,0.0
5392905,1.0
232432893,0.0
232359368,0.0
232634235,0.0
76865213,1.0
76865996,0.0
232031838,0.0
31454007,1.0
232349722,0.0
232907282,0.0
28773784,0.0
51053386,0.0
3910603,0.0
233599195,0.0
207806949,1.0
230577418,0.0
230329236,0.0
38381946,0.0
230427460,0.0
230537122,0.0
230335032,0.0
218528897,1.0
230348608,1.0
230389689,1.0
230658177,1.0
232377098,1.0
232001688,0.0
234468961,0.0
36991677,0.0
11340068,0.0
87823733,0.0
230542503,1.0
34524319,1.0
34524321,0.0
9846194,0.0
80855903,0.0
230548642,0.0
4947963,1.0
4947964,1.0
232920279,1.0
230541536,0.0
234470338,0.0
232431854,0.0
32477876,0.0
232406237,0.0
232431870,0.0
230590626,0.0
232018284,0.0
3157662,0.0
75604057,0.0
230437694,0.0
232037554,0.0
75456168,0.0
87889714,1.0
27927615,1.0
230530262,0.0
3907743,1.0
230673817,0.0
232420335,0.0
232420342,0.0
10463251,0.0
230659446,0.0
219848062,1.0
230643075,0.0
230524948,0.0
230524941,0.0
230576483,0.0
230543022,0.0
230549337,1.0
234429052,0.0
232411120,0.0
230541995,0.0
232025322,1.0
232025688,0.0
230592225,0.0
230592227,1.0
230618787,0.0
52393430,0.0
232447725,0.0
230524961,0.0
230658145,0.0
232419112,0.0
232419145,0.0
230867389,0.0
230408405,0.0
230402442,1.0
234441421,0.0
116959010,0.0
232072635,0.0
75604984,0.0
33746092,0.0
230515113,1.0
34074225,1.0
230439994,0.0
232004438,0.0
75600733,0.0
5868364,1.0
67018611,0.0
232468568,1.0
12629826,1.0
38857806,1.0
33795689,1.0
7977017,1.0
232014180,1.0
230423014,0.0
16407238,0.0
2871072,0.0
75597416,0.0
267262,0.0
4947993,1.0
75600736,1.0
75604271,0.0
230458441,1.0
232548764,0.0
118545988,1.0
58640306,0.0
230411238,1.0
232901278,1.0
230332417,0.0
230455561,0.0
230455558,0.0
82608531,0.0
72853746,0.0
230348615,0.0
230596499,0.0
230598489,0.0
230542761,0.0
230542768,0.0
4996156,0.0
230455108,0.0
75604439,0.0
230530328,0.0
75607349,1.0
230471945,1.0
232468893,1.0
82166991,0.0
232059241,0.0
75604388,0.0
31099729,0.0
232432875,0.0
80045313,0.0
230544157,0.0
232418772,1.0
230670894,1.0
230650916,0.0
232000574,0.0
232000573,0.0
230576811,0.0
232470706,0.0
218126909,0.0
230652600,0.0
232073792,1.0
14558439,1.0
234088748,0.0
230445148,1.0
230428237,0.0
230653317,0.0
230530386,0.0
208530489,1.0
230546647,0.0
87823736,1.0
232661965,1.0
68588132,1.0
3907270,0.0
76865989,0.0
230547983,0.0
230524970,0.0
232956027,1.0
233775069,0.0
28145238,1.0
230532772,0.0
234002839,0.0
230437613,1.0
33053378,0.0
37530250,0.0
232419632,1.0
13150773,1.0
230334817,0.0
54916228,0.0
232011855,1.0
33527989,0.0
80045320,1.0
230602666,0.0
230459149,0.0
3878766,0.0
234442420,1.0
230847045,0.0
13341989,0.0
230648169,0.0
102611544,0.0
113691617,0.0
53553503,0.0
230530267,0.0
232897320,0.0
76866751,0.0
230541521,0.0
230541519,0.0
230547587,1.0
230547593,0.0
36338075,1.0
232405795,0.0
232449663,0.0
232067349,0.0
2217948,0.0
31953944,0.0
232004062,0.0
230639247,0.0
230537129,1.0
230438851,0.0
230601434,0.0
232068051,0.0
230658176,0.0
230649791,0.0
230349418,1.0
75604924,0.0
232948719,1.0
18002705,1.0
230465665,0.0
75600720,0.0
15012778,1.0
232893748,1.0
232348835,0.0
232383244,1.0
231996526,0.0
230348386,0.0
232582209,0.0
230473575,1.0
166890898,0.0
230645767,0.0
74129181,0.0
232393752,0.0
230670900,1.0
230409256,0.0
230645817,0.0
230427094,1.0
51261592,0.0
234472020,0.0
196555403,1.0
52295096,0.0
230557271,1.0
230325972,0.0
4070614,0.0
230530220,1.0
230645343,0.0
230406513,0.0
230336178,0.0
232009324,0.0
48611882,0.0
6354986,0.0
75605332,0.0
231176232,0.0
75604020,0.0
230424541,0.0
4987190,1.0
10979456,1.0
230336142,0.0
3812565,0.0
203813318,1.0
91416769,0.0
230602610,0.0
90215451,0.0
232659398,0.0
232431863,0.0
35722364,0.0
230336526,1.0
230530256,0.0
231754427,0.0
232465858,0.0
2713996,0.0
230464762,0.0
230459333,0.0
230459339,0.0
232644374,1.0
232922779,0.0
86228549,1.0
230458652,0.0
232019755,0.0
230576810,0.0
230641055,0.0
230455587,0.0
3907680,1.0
232071091,0.0
232431892,0.0
232431896,0.0
230548602,0.0
230548606,0.0
8427177,0.0
195281158,1.0
226905247,1.0
232409485,0.0
232010792,0.0
230650187,0.0
230965604,0.0
37234030,0.0
231994292,1.0
231994298,1.0
10748536,1.0
230526482,1.0
232073369,0.0
31648608,0.0
230526123,0.0
102054111,0.0
230595080,0.0
14199065,0.0
230412047,0.0
232423713,0.0
205393465,1.0
230411271,0.0
230411268,0.0
230450893,1.0
87890684,0.0
230463874,0.0
230402450,0.0
232403825,0.0
54900163,0.0
230546608,0.0
230546611,0.0
230541867,0.0
230541863,0.0
2225506,0.0
31181479,0.0
230455597,0.0
230455594,0.0
57399959,0.0
76866425,0.0
99506349,0.0
14648097,0.0
230472385,0.0
230472386,0.0
230459905,0.0
230571469,0.0
96876090,0.0
20583965,1.0
230459261,0.0
232430450,0.0
230624668,0.0
230518025,1.0
230473474,0.0
232655296,0.0
3236253,0.0
232015639,1.0
67623171,0.0
232344763,0.0
45973020,0.0
230543262,0.0
230653308,0.0
230636180,0.0
232429046,0.0
232349145,0.0
232039877,0.0
232346498,0.0
3091279,0.0
635415,1.0
231442513,0.0
231994656,1.0
13150790,0.0
31434609,0.0
232897712,1.0
232949043,0.0
232893904,1.0
28260618,1.0
230468696,0.0
232409500,0.0
230437617,0.0
230437615,0.0
230457908,0.0
232430495,0.0
230522180,0.0
230455942,0.0
76864763,0.0
230935082,0.0
232958835,0.0
4988274,1.0
232346080,0.0
28172257,0.0
232007290,0.0
230400084,1.0
2834866,0.0
232420747,0.0
230816223,0.0
75604624,0.0
76865977,0.0
230424188,0.0
230424193,0.0
232007332,0.0
230440340,0.0
230518409,0.0
230402893,1.0
230531156,0.0
233599190,0.0
234012376,0.0
232009901,1.0
232366284,0.0
144657595,0.0
145388391,1.0
231994093,0.0
232631652,0.0
21694323,0.0
230417077,0.0
230417075,0.0
232895771,0.0
53204033,0.0
230330123,1.0
54309399,0.0
232010764,0.0
230530821,0.0
230714895,0.0
107227716,0.0
232818761,0.0
135322039,0.0
232470465,0.0
230526901,0.0
230526896,0.0
123661757,0.0
230405042,0.0
72705513,0.0
230414073,0.0
232060233,0.0
232660461,0.0
232009330,1.0
75598445,0.0
232429018,0.0
231754442,1.0
230336058,0.0
230438493,0.0
230344662,1.0
232011845,0.0
232900450,0.0
43067540,1.0
3768400,0.0
230530232,0.0
75604024,0.0
13778597,0.0
62278114,0.0
232649477,0.0
9225546,0.0
232013868,0.0
3317903,1.0
195221360,1.0
205336059,1.0
57134043,0.0
232431860,0.0
3381877,1.0
230596311,0.0
232689970,0.0
232432872,0.0
67741979,0.0
232956023,0.0
234442934,1.0
230445138,0.0
232919592,0.0
231994133,1.0
10816484,1.0
230470035,0.0
89557894,0.0
233101915,0.0
234455847,0.0
230518019,0.0
51489086,0.0
230575900,0.0
232673590,0.0
232673595,0.0
230570637,0.0
230650426,1.0
232003681,0.0
231995698,0.0
230537123,0.0
230401724,0.0
230401728,0.0
230406809,0.0
232899514,0.0
232470495,0.0
232903496,0.0
232050303,0.0
230531183,0.0
2880928,0.0
230334388,0.0
230427487,0.0
5215501,0.0
230458099,0.0
93852556,0.0
75604967,0.0
75604031,0.0
9907558,0.0
232013872,0.0
28095167,0.0
230651381,0.0
230437645,1.0
230437642,0.0
230651383,0.0
230651387,0.0
230399800,1.0
232945014,1.0
80045938,1.0
80044770,0.0
232009157,0.0
230539715,0.0
232023175,1.0
232910749,1.0
232431894,0.0
232007253,0.0
232010781,0.0
232895633,0.0
232404256,0.0
2819834,0.0
232925740,0.0
230415749,1.0
230456342,0.0
218540897,1.0
218544682,1.0
212388567,1.0
9627458,1.0
2567175,1.0
231994064,1.0
232456372,0.0
230325127,1.0
20635189,0.0
232415205,0.0
230522875,0.0
87889651,0.0
212704382,1.0
205400911,1.0
232419638,1.0
230402452,0.0
230402456,1.0
71384277,0.0
232378919,1.0
14026137,0.0
230557037,1.0
3159656,0.0
76866764,0.0
230659136,0.0
35595859,1.0
230431165,0.0
232377114,0.0
219280737,1.0
61429103,1.0
230330028,0.0
31912944,0.0
75607471,0.0
76866369,0.0
40113874,0.0
232898036,0.0
87823658,0.0
230548694,0.0
231994241,0.0
231994244,0.0
221221548,0.0
76866547,0.0
71193264,0.0
20582418,0.0
230590944,0.0
21126756,0.0
230586283,0.0
230530182,0.0
206144605,1.0
52434550,0.0
203423879,0.0
232068016,0.0
230401720,0.0
230658159,0.0
232075195,0.0
232022475,1.0
114950458,0.0
230351409,0.0
232366613,0.0
230542007,0.0
230522938,1.0
230667448,0.0
75604049,0.0
230418114,0.0
232431850,0.0
233101911,0.0
207805243,1.0
230531606,0.0
230542546,0.0
3880947,0.0
80045043,0.0
232431864,0.0
5164319,0.0
37232614,1.0
31177489,1.0
